source,target,weight
1010360,1009215,22
1010360,1009524,0
1010360,1010370,0
1010360,1010892,0
1010360,1009337,0
1010360,1009182,0
1010360,1011299,0
1010360,1011010,0
1010360,1009466,4
1010360,1009508,0
1010360,1011490,6
1010360,1009343,1
1010360,1009219,0
1010360,1009719,0
1010360,1009554,0
1010360,1009452,2
1010360,1011109,0
1010360,1009277,0
1010360,1009372,0
1010360,1009499,0
1010360,1009609,0
1010360,1010771,0
1010360,1009652,0
1010360,1009389,0
1010360,1009224,0
1010360,1010894,0
1010360,1009288,0
1010360,1009365,1
1010360,1009381,0
1010360,1009267,0
1010360,1011023,0
1010360,1016181,1
1010360,1009608,0
1010360,1009480,0
1010360,1009705,0
1010360,1010738,0
1010360,1009477,1
1010360,1009379,0
1010360,1009312,0
1010360,1009722,0
1010360,1009327,0
1010360,1009577,0
1010360,1009297,0
1010360,1009382,12
1010360,1010373,0
1010360,1009325,11
1010360,1009638,0
1010360,1010354,0
1009318,1009610,26
1009318,1009726,11
1009318,1009368,13
1009318,1009220,12
1009318,1009718,25
1009318,1009165,10
1009318,1009664,8
1009318,1009351,19
1009318,1009299,8
1009318,1009262,14
1009318,1009356,10
1009318,1009662,6
1009318,1009257,5
1009318,1009268,0
1009318,1009282,8
1009318,1009629,1
1009318,1009366,11
1009318,1009515,8
1009318,1009175,2
1009318,1009187,1
1009318,1009243,5
1009318,1010791,2
1009318,1009459,6
1009318,1009546,3
1009318,1009592,1
1009318,1009472,0
1009318,1009338,5
1009318,1009362,14
1009318,1009697,1
1009318,1009159,8
1009318,1009189,20
1009318,1009313,6
1009318,1010338,8
1009318,1009562,3
1009318,1009471,0
1009318,1009214,0
1009318,1009583,2
1009318,1009724,3
1009318,1009417,0
1009318,1009512,1
1009318,1009281,1
1009318,1009707,1
1009318,1010852,0
1009318,1009367,13
1009318,1009407,0
1009318,1009708,0
1009318,1011336,0
1009318,1009504,0
1009318,1009310,0
1009318,1010360,0
1009318,1009215,7
1009318,1009524,0
1009318,1010370,0
1009318,1010892,0
1009318,1009337,0
1009318,1009182,1
1009318,1011299,0
1009318,1011010,0
1009318,1009466,0
1009318,1009508,1
1009318,1011490,1
1009318,1009343,17
1009318,1009219,0
1009318,1009719,2
1009318,1009554,7
1009318,1009452,12
1009318,1011109,0
1009318,1009277,1
1009318,1009372,2
1009318,1009499,0
1009318,1009609,1
1009318,1010771,0
1009318,1009652,2
1009318,1009389,13
1009318,1009224,2
1009318,1010894,0
1009318,1009288,9
1009318,1009365,2
1009318,1009381,2
1009318,1009267,1
1009318,1011023,0
1009318,1016181,0
1009318,1009608,5
1009318,1009480,3
1009318,1009705,2
1009318,1010738,0
1009318,1009477,1
1009318,1009379,0
1009318,1009312,0
1009318,1009722,2
1009318,1009327,1
1009318,1009577,4
1009318,1009297,0
1009318,1009382,0
1009318,1010373,0
1009318,1009325,0
1009318,1009638,0
1009318,1010354,0
1009215,1009610,120
1009215,1009726,5
1009215,1009368,69
1009215,1009220,82
1009215,1009718,68
1009215,1009165,80
1009215,1009664,28
1009215,1009351,10
1009215,1009299,12
1009215,1009262,44
1009215,1009356,9
1009215,1009662,32
1009215,1009257,4
1009215,1009268,8
1009215,1009282,35
1009215,1009629,6
1009215,1009366,5
1009215,1009515,12
1009215,1009175,14
1009215,1009187,13
1009215,1009243,1
1009215,1010791,11
1009215,1009459,7
1009215,1009546,0
1009215,1009592,1
1009215,1009472,0
1009215,1009338,31
1009215,1009362,3
1009215,1009697,10
1009215,1009159,1
1009215,1009189,12
1009215,1009313,1
1009215,1010338,28
1009215,1009562,3
1009215,1009471,17
1009215,1009214,0
1009215,1009583,14
1009215,1009724,0
1009215,1009417,1
1009215,1009512,0
1009215,1009281,5
1009215,1009707,8
1009215,1010852,0
1009215,1009367,115
1009215,1009407,2
1009215,1009708,12
1009215,1011336,0
1009215,1009504,1
1009215,1009310,5
1009215,1010360,22
1009215,1009318,7
1009215,1009524,8
1009215,1010370,1
1009215,1010892,0
1009215,1009337,0
1009215,1009182,0
1009215,1011299,2
1009215,1011010,0
1009215,1009466,10
1009215,1009508,0
1009215,1011490,13
1009215,1009343,4
1009215,1009219,0
1009215,1009719,8
1009215,1009554,0
1009215,1009452,15
1009215,1011109,0
1009215,1009277,0
1009215,1009372,15
1009215,1009499,0
1009215,1009609,0
1009215,1010771,0
1009215,1009652,2
1009215,1009389,17
1009215,1009224,1
1009215,1010894,0
1009215,1009288,11
1009215,1009365,1
1009215,1009381,0
1009215,1009267,2
1009215,1011023,2
1009215,1016181,0
1009215,1009608,67
1009215,1009480,0
1009215,1009705,0
1009215,1010738,0
1009215,1009477,0
1009215,1009379,3
1009215,1009312,0
1009215,1009722,1
1009215,1009327,0
1009215,1009577,10
1009215,1009297,4
1009215,1009382,11
1009215,1010373,0
1009215,1009325,9
1009215,1009638,0
1009215,1010354,0
1009524,1009610,37
1009524,1009726,88
1009524,1009368,98
1009524,1009220,131
1009524,1009718,52
1009524,1009165,166
1009524,1009664,106
1009524,1009351,38
1009524,1009299,16
1009524,1009262,9
1009524,1009356,36
1009524,1009662,28
1009524,1009257,32
1009524,1009268,8
1009524,1009282,5
1009524,1009629,34
1009524,1009366,20
1009524,1009515,1
1009524,1009175,46
1009524,1009187,42
1009524,1009243,27
1009524,1010791,17
1009524,1009459,21
1009524,1009546,43
1009524,1009592,1
1009524,1009472,14
1009524,1009338,93
1009524,1009362,37
1009524,1009697,104
1009524,1009159,29
1009524,1009189,30
1009524,1009313,23
1009524,1010338,25
1009524,1009562,189
1009524,1009471,6
1009524,1009214,9
1009524,1009583,18
1009524,1009724,2
1009524,1009417,54
1009524,1009512,14
1009524,1009281,11
1009524,1009707,74
1009524,1010852,0
1009524,1009367,7
1009524,1009407,8
1009524,1009708,0
1009524,1011336,0
1009524,1009504,15
1009524,1009310,5
1009524,1010360,0
1009524,1009318,0
1009524,1009215,8
1009524,1010370,0
1009524,1010892,0
1009524,1009337,22
1009524,1009182,21
1009524,1011299,2
1009524,1011010,0
1009524,1009466,3
1009524,1009508,3
1009524,1011490,55
1009524,1009343,47
1009524,1009219,15
1009524,1009719,29
1009524,1009554,10
1009524,1009452,3
1009524,1011109,0
1009524,1009277,5
1009524,1009372,1
1009524,1009499,37
1009524,1009609,0
1009524,1010771,0
1009524,1009652,2
1009524,1009389,2
1009524,1009224,3
1009524,1010894,0
1009524,1009288,3
1009524,1009365,19
1009524,1009381,7
1009524,1009267,0
1009524,1011023,1
1009524,1016181,0
1009524,1009608,8
1009524,1009480,1
1009524,1009705,7
1009524,1010738,20
1009524,1009477,3
1009524,1009379,23
1009524,1009312,2
1009524,1009722,2
1009524,1009327,10
1009524,1009577,0
1009524,1009297,15
1009524,1009382,8
1009524,1010373,0
1009524,1009325,9
1009524,1009638,11
1009524,1010354,6
1010370,1009610,3
1010370,1009726,17
1010370,1009368,6
1010370,1009220,9
1010370,1009718,28
1010370,1009165,17
1010370,1009664,7
1010370,1009351,6
1010370,1009299,6
1010370,1009262,5
1010370,1009356,2
1010370,1009662,5
1010370,1009257,3
1010370,1009268,0
1010370,1009282,2
1010370,1009629,7
1010370,1009366,5
1010370,1009515,0
1010370,1009175,2
1010370,1009187,1
1010370,1009243,5
1010370,1010791,1
1010370,1009459,1
1010370,1009546,3
1010370,1009592,2
1010370,1009472,5
1010370,1009338,1
1010370,1009362,3
1010370,1009697,2
1010370,1009159,2
1010370,1009189,2
1010370,1009313,0
1010370,1010338,14
1010370,1009562,1
1010370,1009471,1
1010370,1009214,1
1010370,1009583,11
1010370,1009724,0
1010370,1009417,2
1010370,1009512,2
1010370,1009281,1
1010370,1009707,0
1010370,1010852,0
1010370,1009367,1
1010370,1009407,3
1010370,1009708,0
1010370,1011336,0
1010370,1009504,1
1010370,1009310,1
1010370,1010360,0
1010370,1009318,0
1010370,1009215,1
1010370,1009524,0
1010370,1010892,0
1010370,1009337,2
1010370,1009182,0
1010370,1011299,2
1010370,1011010,0
1010370,1009466,6
1010370,1009508,1
1010370,1011490,0
1010370,1009343,1
1010370,1009219,0
1010370,1009719,2
1010370,1009554,0
1010370,1009452,2
1010370,1011109,0
1010370,1009277,0
1010370,1009372,0
1010370,1009499,0
1010370,1009609,0
1010370,1010771,0
1010370,1009652,4
1010370,1009389,0
1010370,1009224,4
1010370,1010894,0
1010370,1009288,0
1010370,1009365,1
1010370,1009381,0
1010370,1009267,2
1010370,1011023,0
1010370,1016181,1
1010370,1009608,0
1010370,1009480,0
1010370,1009705,0
1010370,1010738,0
1010370,1009477,2
1010370,1009379,0
1010370,1009312,3
1010370,1009722,0
1010370,1009327,0
1010370,1009577,0
1010370,1009297,0
1010370,1009382,1
1010370,1010373,0
1010370,1009325,0
1010370,1009638,0
1010370,1010354,0
1010892,1009610,0
1010892,1009726,0
1010892,1009368,0
1010892,1009220,0
1010892,1009718,0
1010892,1009165,0
1010892,1009664,0
1010892,1009351,2
1010892,1009299,0
1010892,1009262,0
1010892,1009356,0
1010892,1009662,0
1010892,1009257,0
1010892,1009268,0
1010892,1009282,0
1010892,1009629,0
1010892,1009366,0
1010892,1009515,0
1010892,1009175,0
1010892,1009187,0
1010892,1009243,0
1010892,1010791,0
1010892,1009459,0
1010892,1009546,0
1010892,1009592,0
1010892,1009472,0
1010892,1009338,0
1010892,1009362,0
1010892,1009697,0
1010892,1009159,0
1010892,1009189,0
1010892,1009313,0
1010892,1010338,0
1010892,1009562,0
1010892,1009471,0
1010892,1009214,0
1010892,1009583,0
1010892,1009724,0
1010892,1009417,0
1010892,1009512,0
1010892,1009281,0
1010892,1009707,0
1010892,1010852,4
1010892,1009367,0
1010892,1009407,0
1010892,1009708,0
1010892,1011336,0
1010892,1009504,0
1010892,1009310,0
1010892,1010360,0
1010892,1009318,0
1010892,1009215,0
1010892,1009524,0
1010892,1010370,0
1010892,1009337,0
1010892,1009182,0
1010892,1011299,0
1010892,1011010,0
1010892,1009466,0
1010892,1009508,0
1010892,1011490,0
1010892,1009343,0
1010892,1009219,0
1010892,1009719,0
1010892,1009554,0
1010892,1009452,0
1010892,1011109,0
1010892,1009277,0
1010892,1009372,0
1010892,1009499,0
1010892,1009609,0
1010892,1010771,0
1010892,1009652,0
1010892,1009389,0
1010892,1009224,0
1010892,1010894,0
1010892,1009288,0
1010892,1009365,0
1010892,1009381,0
1010892,1009267,0
1010892,1011023,0
1010892,1016181,0
1010892,1009608,0
1010892,1009480,0
1010892,1009705,0
1010892,1010738,0
1010892,1009477,0
1010892,1009379,0
1010892,1009312,0
1010892,1009722,0
1010892,1009327,0
1010892,1009577,0
1010892,1009297,0
1010892,1009382,0
1010892,1010373,0
1010892,1009325,0
1010892,1009638,0
1010892,1010354,0
1009337,1009610,7
1009337,1009726,230
1009337,1009368,8
1009337,1009220,26
1009337,1009718,148
1009337,1009165,4
1009337,1009664,25
1009337,1009351,10
1009337,1009299,1
1009337,1009262,2
1009337,1009356,2
1009337,1009662,4
1009337,1009257,86
1009337,1009268,1
1009337,1009282,2
1009337,1009629,78
1009337,1009366,2
1009337,1009515,1
1009337,1009175,59
1009337,1009187,2
1009337,1009243,100
1009337,1010791,4
1009337,1009459,5
1009337,1009546,119
1009337,1009592,0
1009337,1009472,72
1009337,1009338,1
1009337,1009362,86
1009337,1009697,5
1009337,1009159,40
1009337,1009189,0
1009337,1009313,43
1009337,1010338,1
1009337,1009562,21
1009337,1009471,3
1009337,1009214,16
1009337,1009583,2
1009337,1009724,7
1009337,1009417,31
1009337,1009512,63
1009337,1009281,1
1009337,1009707,7
1009337,1010852,0
1009337,1009367,0
1009337,1009407,1
1009337,1009708,0
1009337,1011336,2
1009337,1009504,31
1009337,1009310,13
1009337,1010360,0
1009337,1009318,0
1009337,1009215,0
1009337,1009524,22
1009337,1010370,2
1009337,1010892,0
1009337,1009182,17
1009337,1011299,0
1009337,1011010,0
1009337,1009466,0
1009337,1009508,8
1009337,1011490,2
1009337,1009343,1
1009337,1009219,19
1009337,1009719,7
1009337,1009554,17
1009337,1009452,0
1009337,1011109,0
1009337,1009277,10
1009337,1009372,0
1009337,1009499,148
1009337,1009609,1
1009337,1010771,0
1009337,1009652,0
1009337,1009389,2
1009337,1009224,1
1009337,1010894,0
1009337,1009288,0
1009337,1009365,0
1009337,1009381,20
1009337,1009267,51
1009337,1011023,0
1009337,1016181,0
1009337,1009608,0
1009337,1009480,3
1009337,1009705,9
1009337,1010738,27
1009337,1009477,4
1009337,1009379,3
1009337,1009312,3
1009337,1009722,0
1009337,1009327,8
1009337,1009577,0
1009337,1009297,1
1009337,1009382,27
1009337,1010373,0
1009337,1009325,1
1009337,1009638,8
1009337,1010354,6
1009182,1009610,5
1009182,1009726,253
1009182,1009368,15
1009182,1009220,7
1009182,1009718,102
1009182,1009165,1
1009182,1009664,7
1009182,1009351,3
1009182,1009299,3
1009182,1009262,0
1009182,1009356,7
1009182,1009662,5
1009182,1009257,93
1009182,1009268,8
1009182,1009282,2
1009182,1009629,146
1009182,1009366,7
1009182,1009515,0
1009182,1009175,112
1009182,1009187,4
1009182,1009243,60
1009182,1010791,4
1009182,1009459,5
1009182,1009546,129
1009182,1009592,2
1009182,1009472,50
1009182,1009338,5
1009182,1009362,86
1009182,1009697,8
1009182,1009159,85
1009182,1009189,5
1009182,1009313,121
1009182,1010338,2
1009182,1009562,10
1009182,1009471,2
1009182,1009214,65
1009182,1009583,1
1009182,1009724,2
1009182,1009417,26
1009182,1009512,91
1009182,1009281,1
1009182,1009707,6
1009182,1010852,0
1009182,1009367,0
1009182,1009407,0
1009182,1009708,0
1009182,1011336,2
1009182,1009504,34
1009182,1009310,23
1009182,1010360,0
1009182,1009318,1
1009182,1009215,0
1009182,1009524,21
1009182,1010370,0
1009182,1010892,0
1009182,1009337,17
1009182,1011299,0
1009182,1011010,0
1009182,1009466,0
1009182,1009508,17
1009182,1011490,2
1009182,1009343,5
1009182,1009219,53
1009182,1009719,3
1009182,1009554,23
1009182,1009452,0
1009182,1011109,0
1009182,1009277,13
1009182,1009372,0
1009182,1009499,20
1009182,1009609,0
1009182,1010771,0
1009182,1009652,0
1009182,1009389,0
1009182,1009224,1
1009182,1010894,0
1009182,1009288,0
1009182,1009365,0
1009182,1009381,36
1009182,1009267,0
1009182,1011023,0
1009182,1016181,0
1009182,1009608,0
1009182,1009480,0
1009182,1009705,26
1009182,1010738,4
1009182,1009477,1
1009182,1009379,0
1009182,1009312,0
1009182,1009722,18
1009182,1009327,28
1009182,1009577,0
1009182,1009297,1
1009182,1009382,13
1009182,1010373,0
1009182,1009325,0
1009182,1009638,12
1009182,1010354,1
1011299,1009610,7
1011299,1009726,10
1011299,1009368,6
1011299,1009220,6
1011299,1009718,3
1011299,1009165,14
1011299,1009664,4
1011299,1009351,2
1011299,1009299,2
1011299,1009262,2
1011299,1009356,0
1011299,1009662,4
1011299,1009257,0
1011299,1009268,2
1011299,1009282,8
1011299,1009629,0
1011299,1009366,0
1011299,1009515,9
1011299,1009175,0
1011299,1009187,0
1011299,1009243,0
1011299,1010791,0
1011299,1009459,1
1011299,1009546,0
1011299,1009592,18
1011299,1009472,0
1011299,1009338,3
1011299,1009362,0
1011299,1009697,8
1011299,1009159,0
1011299,1009189,5
1011299,1009313,0
1011299,1010338,25
1011299,1009562,2
1011299,1009471,0
1011299,1009214,1
1011299,1009583,2
1011299,1009724,0
1011299,1009417,0
1011299,1009512,0
1011299,1009281,4
1011299,1009707,0
1011299,1010852,0
1011299,1009367,2
1011299,1009407,6
1011299,1009708,0
1011299,1011336,0
1011299,1009504,0
1011299,1009310,0
1011299,1010360,0
1011299,1009318,0
1011299,1009215,2
1011299,1009524,2
1011299,1010370,2
1011299,1010892,0
1011299,1009337,0
1011299,1009182,0
1011299,1011010,0
1011299,1009466,1
1011299,1009508,6
1011299,1011490,1
1011299,1009343,0
1011299,1009219,0
1011299,1009719,1
1011299,1009554,0
1011299,1009452,2
1011299,1011109,0
1011299,1009277,0
1011299,1009372,0
1011299,1009499,0
1011299,1009609,0
1011299,1010771,0
1011299,1009652,26
1011299,1009389,0
1011299,1009224,7
1011299,1010894,0
1011299,1009288,0
1011299,1009365,8
1011299,1009381,0
1011299,1009267,0
1011299,1011023,4
1011299,1016181,1
1011299,1009608,11
1011299,1009480,1
1011299,1009705,0
1011299,1010738,0
1011299,1009477,8
1011299,1009379,0
1011299,1009312,6
1011299,1009722,3
1011299,1009327,0
1011299,1009577,0
1011299,1009297,1
1011299,1009382,0
1011299,1010373,1
1011299,1009325,0
1011299,1009638,0
1011299,1010354,12
1011010,1009610,1
1011010,1009726,0
1011010,1009368,0
1011010,1009220,0
1011010,1009718,0
1011010,1009165,0
1011010,1009664,0
1011010,1009351,0
1011010,1009299,0
1011010,1009262,0
1011010,1009356,0
1011010,1009662,0
1011010,1009257,0
1011010,1009268,0
1011010,1009282,0
1011010,1009629,0
1011010,1009366,0
1011010,1009515,0
1011010,1009175,0
1011010,1009187,0
1011010,1009243,0
1011010,1010791,0
1011010,1009459,0
1011010,1009546,0
1011010,1009592,0
1011010,1009472,0
1011010,1009338,0
1011010,1009362,0
1011010,1009697,0
1011010,1009159,0
1011010,1009189,0
1011010,1009313,0
1011010,1010338,0
1011010,1009562,0
1011010,1009471,3
1011010,1009214,0
1011010,1009583,0
1011010,1009724,0
1011010,1009417,0
1011010,1009512,4
1011010,1009281,0
1011010,1009707,0
1011010,1010852,0
1011010,1009367,0
1011010,1009407,0
1011010,1009708,14
1011010,1011336,0
1011010,1009504,0
1011010,1009310,0
1011010,1010360,0
1011010,1009318,0
1011010,1009215,0
1011010,1009524,0
1011010,1010370,0
1011010,1010892,0
1011010,1009337,0
1011010,1009182,0
1011010,1011299,0
1011010,1009466,0
1011010,1009508,1
1011010,1011490,0
1011010,1009343,0
1011010,1009219,0
1011010,1009719,0
1011010,1009554,0
1011010,1009452,0
1011010,1011109,21
1011010,1009277,0
1011010,1009372,4
1011010,1009499,0
1011010,1009609,0
1011010,1010771,0
1011010,1009652,0
1011010,1009389,0
1011010,1009224,0
1011010,1010894,0
1011010,1009288,0
1011010,1009365,0
1011010,1009381,0
1011010,1009267,0
1011010,1011023,0
1011010,1016181,1
1011010,1009608,5
1011010,1009480,0
1011010,1009705,0
1011010,1010738,0
1011010,1009477,0
1011010,1009379,0
1011010,1009312,0
1011010,1009722,0
1011010,1009327,0
1011010,1009577,0
1011010,1009297,0
1011010,1009382,0
1011010,1010373,0
1011010,1009325,2
1011010,1009638,0
1011010,1010354,0
1009466,1009610,23
1009466,1009726,42
1009466,1009368,61
1009466,1009220,62
1009466,1009718,34
1009466,1009165,48
1009466,1009664,28
1009466,1009351,24
1009466,1009299,65
1009466,1009262,7
1009466,1009356,66
1009466,1009662,68
1009466,1009257,29
1009466,1009268,0
1009466,1009282,56
1009466,1009629,22
1009466,1009366,55
1009466,1009515,1
1009466,1009175,19
1009466,1009187,41
1009466,1009243,26
1009466,1010791,17
1009466,1009459,53
1009466,1009546,5
1009466,1009592,34
1009466,1009472,10
1009466,1009338,15
1009466,1009362,6
1009466,1009697,8
1009466,1009159,2
1009466,1009189,10
1009466,1009313,9
1009466,1010338,4
1009466,1009562,5
1009466,1009471,9
1009466,1009214,0
1009466,1009583,4
1009466,1009724,0
1009466,1009417,32
1009466,1009512,12
1009466,1009281,39
1009466,1009707,6
1009466,1010852,0
1009466,1009367,10
1009466,1009407,5
1009466,1009708,2
1009466,1011336,1
1009466,1009504,9
1009466,1009310,32
1009466,1010360,4
1009466,1009318,0
1009466,1009215,10
1009466,1009524,3
1009466,1010370,6
1009466,1010892,0
1009466,1009337,0
1009466,1009182,0
1009466,1011299,1
1009466,1011010,0
1009466,1009508,8
1009466,1011490,4
1009466,1009343,19
1009466,1009219,2
1009466,1009719,3
1009466,1009554,0
1009466,1009452,4
1009466,1011109,0
1009466,1009277,2
1009466,1009372,4
1009466,1009499,0
1009466,1009609,0
1009466,1010771,0
1009466,1009652,4
1009466,1009389,0
1009466,1009224,7
1009466,1010894,0
1009466,1009288,0
1009466,1009365,0
1009466,1009381,2
1009466,1009267,4
1009466,1011023,10
1009466,1016181,1
1009466,1009608,13
1009466,1009480,2
1009466,1009705,0
1009466,1010738,0
1009466,1009477,2
1009466,1009379,0
1009466,1009312,16
1009466,1009722,6
1009466,1009327,6
1009466,1009577,2
1009466,1009297,3
1009466,1009382,4
1009466,1010373,0
1009466,1009325,4
1009466,1009638,3
1009466,1010354,2
1009508,1009610,6
1009508,1009726,173
1009508,1009368,9
1009508,1009220,5
1009508,1009718,144
1009508,1009165,3
1009508,1009664,5
1009508,1009351,4
1009508,1009299,1
1009508,1009262,2
1009508,1009356,2
1009508,1009662,2
1009508,1009257,89
1009508,1009268,6
1009508,1009282,1
1009508,1009629,75
1009508,1009366,2
1009508,1009515,0
1009508,1009175,75
1009508,1009187,1
1009508,1009243,143
1009508,1010791,1
1009508,1009459,0
1009508,1009546,32
1009508,1009592,1
1009508,1009472,112
1009508,1009338,1
1009508,1009362,45
1009508,1009697,1
1009508,1009159,16
1009508,1009189,1
1009508,1009313,37
1009508,1010338,5
1009508,1009562,3
1009508,1009471,8
1009508,1009214,9
1009508,1009583,2
1009508,1009724,5
1009508,1009417,23
1009508,1009512,29
1009508,1009281,0
1009508,1009707,1
1009508,1010852,0
1009508,1009367,0
1009508,1009407,0
1009508,1009708,2
1009508,1011336,7
1009508,1009504,43
1009508,1009310,60
1009508,1010360,0
1009508,1009318,1
1009508,1009215,0
1009508,1009524,3
1009508,1010370,1
1009508,1010892,0
1009508,1009337,8
1009508,1009182,17
1009508,1011299,6
1009508,1011010,1
1009508,1009466,8
1009508,1011490,0
1009508,1009343,0
1009508,1009219,8
1009508,1009719,1
1009508,1009554,12
1009508,1009452,0
1009508,1011109,3
1009508,1009277,5
1009508,1009372,0
1009508,1009499,6
1009508,1009609,0
1009508,1010771,47
1009508,1009652,7
1009508,1009389,0
1009508,1009224,0
1009508,1010894,0
1009508,1009288,0
1009508,1009365,0
1009508,1009381,16
1009508,1009267,6
1009508,1011023,0
1009508,1016181,1
1009508,1009608,1
1009508,1009480,0
1009508,1009705,1
1009508,1010738,2
1009508,1009477,0
1009508,1009379,2
1009508,1009312,1
1009508,1009722,4
1009508,1009327,26
1009508,1009577,0
1009508,1009297,0
1009508,1009382,14
1009508,1010373,0
1009508,1009325,0
1009508,1009638,5
1009508,1010354,1
1011490,1009610,25
1011490,1009726,10
1011490,1009368,119
1011490,1009220,77
1011490,1009718,14
1011490,1009165,97
1011490,1009664,70
1011490,1009351,32
1011490,1009299,11
1011490,1009262,14
1011490,1009356,12
1011490,1009662,20
1011490,1009257,8
1011490,1009268,1
1011490,1009282,19
1011490,1009629,4
1011490,1009366,15
1011490,1009515,1
1011490,1009175,16
1011490,1009187,18
1011490,1009243,4
1011490,1010791,15
1011490,1009459,17
1011490,1009546,3
1011490,1009592,6
1011490,1009472,3
1011490,1009338,41
1011490,1009362,4
1011490,1009697,86
1011490,1009159,5
1011490,1009189,30
1011490,1009313,3
1011490,1010338,57
1011490,1009562,71
1011490,1009471,11
1011490,1009214,1
1011490,1009583,33
1011490,1009724,0
1011490,1009417,3
1011490,1009512,1
1011490,1009281,9
1011490,1009707,119
1011490,1010852,0
1011490,1009367,14
1011490,1009407,15
1011490,1009708,0
1011490,1011336,0
1011490,1009504,2
1011490,1009310,2
1011490,1010360,6
1011490,1009318,1
1011490,1009215,13
1011490,1009524,55
1011490,1010370,0
1011490,1010892,0
1011490,1009337,2
1011490,1009182,2
1011490,1011299,1
1011490,1011010,0
1011490,1009466,4
1011490,1009508,0
1011490,1009343,26
1011490,1009219,0
1011490,1009719,40
1011490,1009554,0
1011490,1009452,1
1011490,1011109,0
1011490,1009277,1
1011490,1009372,1
1011490,1009499,2
1011490,1009609,0
1011490,1010771,0
1011490,1009652,0
1011490,1009389,0
1011490,1009224,17
1011490,1010894,0
1011490,1009288,2
1011490,1009365,2
1011490,1009381,0
1011490,1009267,0
1011490,1011023,2
1011490,1016181,0
1011490,1009608,4
1011490,1009480,3
1011490,1009705,0
1011490,1010738,0
1011490,1009477,1
1011490,1009379,3
1011490,1009312,3
1011490,1009722,0
1011490,1009327,1
1011490,1009577,3
1011490,1009297,12
1011490,1009382,8
1011490,1010373,0
1011490,1009325,15
1011490,1009638,0
1011490,1010354,2
1009343,1009610,20
1009343,1009726,10
1009343,1009368,45
1009343,1009220,73
1009343,1009718,11
1009343,1009165,97
1009343,1009664,80
1009343,1009351,27
1009343,1009299,11
1009343,1009262,7
1009343,1009356,13
1009343,1009662,11
1009343,1009257,5
1009343,1009268,0
1009343,1009282,5
1009343,1009629,7
1009343,1009366,10
1009343,1009515,1
1009343,1009175,19
1009343,1009187,14
1009343,1009243,4
1009343,1010791,18
1009343,1009459,11
1009343,1009546,5
1009343,1009592,11
1009343,1009472,2
1009343,1009338,24
1009343,1009362,23
1009343,1009697,58
1009343,1009159,11
1009343,1009189,51
1009343,1009313,9
1009343,1010338,10
1009343,1009562,49
1009343,1009471,3
1009343,1009214,0
1009343,1009583,33
1009343,1009724,0
1009343,1009417,2
1009343,1009512,5
1009343,1009281,6
1009343,1009707,41
1009343,1010852,0
1009343,1009367,5
1009343,1009407,16
1009343,1009708,0
1009343,1011336,2
1009343,1009504,2
1009343,1009310,3
1009343,1010360,1
1009343,1009318,17
1009343,1009215,4
1009343,1009524,47
1009343,1010370,1
1009343,1010892,0
1009343,1009337,1
1009343,1009182,5
1009343,1011299,0
1009343,1011010,0
1009343,1009466,19
1009343,1009508,0
1009343,1011490,26
1009343,1009219,2
1009343,1009719,21
1009343,1009554,2
1009343,1009452,3
1009343,1011109,0
1009343,1009277,0
1009343,1009372,0
1009343,1009499,1
1009343,1009609,0
1009343,1010771,0
1009343,1009652,0
1009343,1009389,4
1009343,1009224,6
1009343,1010894,0
1009343,1009288,6
1009343,1009365,2
1009343,1009381,0
1009343,1009267,1
1009343,1011023,0
1009343,1016181,0
1009343,1009608,1
1009343,1009480,13
1009343,1009705,0
1009343,1010738,0
1009343,1009477,4
1009343,1009379,9
1009343,1009312,2
1009343,1009722,1
1009343,1009327,2
1009343,1009577,0
1009343,1009297,9
1009343,1009382,4
1009343,1010373,0
1009343,1009325,5
1009343,1009638,0
1009343,1010354,1
1009219,1009610,8
1009219,1009726,160
1009219,1009368,25
1009219,1009220,4
1009219,1009718,107
1009219,1009165,4
1009219,1009664,10
1009219,1009351,5
1009219,1009299,0
1009219,1009262,1
1009219,1009356,9
1009219,1009662,0
1009219,1009257,65
1009219,1009268,8
1009219,1009282,1
1009219,1009629,78
1009219,1009366,6
1009219,1009515,6
1009219,1009175,62
1009219,1009187,1
1009219,1009243,39
1009219,1010791,1
1009219,1009459,3
1009219,1009546,44
1009219,1009592,0
1009219,1009472,31
1009219,1009338,3
1009219,1009362,55
1009219,1009697,5
1009219,1009159,47
1009219,1009189,3
1009219,1009313,51
1009219,1010338,2
1009219,1009562,6
1009219,1009471,5
1009219,1009214,42
1009219,1009583,4
1009219,1009724,100
1009219,1009417,25
1009219,1009512,49
1009219,1009281,2
1009219,1009707,7
1009219,1010852,0
1009219,1009367,0
1009219,1009407,0
1009219,1009708,0
1009219,1011336,35
1009219,1009504,24
1009219,1009310,25
1009219,1010360,0
1009219,1009318,0
1009219,1009215,0
1009219,1009524,15
1009219,1010370,0
1009219,1010892,0
1009219,1009337,19
1009219,1009182,53
1009219,1011299,0
1009219,1011010,0
1009219,1009466,2
1009219,1009508,8
1009219,1011490,0
1009219,1009343,2
1009219,1009719,1
1009219,1009554,10
1009219,1009452,0
1009219,1011109,8
1009219,1009277,56
1009219,1009372,0
1009219,1009499,16
1009219,1009609,0
1009219,1010771,1
1009219,1009652,0
1009219,1009389,2
1009219,1009224,0
1009219,1010894,0
1009219,1009288,3
