source,target,weight
1009592,1009417,4
1009592,1009512,2
1009592,1009281,23
1009592,1009707,9
1009592,1010852,0
1009592,1009367,8
1009592,1009407,20
1009592,1009708,2
1009592,1011336,1
1009592,1009504,4
1009592,1009310,2
1009592,1010360,0
1009592,1009318,1
1009592,1009215,1
1009592,1009524,1
1009592,1010370,2
1009592,1010892,0
1009592,1009337,0
1009592,1009182,2
1009592,1011299,18
1009592,1011010,0
1009592,1009466,34
1009592,1009508,1
1009592,1011490,6
1009592,1009343,11
1009592,1009219,0
1009592,1009719,5
1009592,1009554,1
1009592,1009452,2
1009592,1011109,2
1009592,1009277,1
1009592,1009372,1
1009592,1009499,1
1009592,1009609,5
1009592,1010771,0
1009592,1009652,47
1009592,1009389,0
1009592,1009224,22
1009592,1010894,0
1009592,1009288,2
1009592,1009365,5
1009592,1009381,0
1009592,1009267,1
1009592,1011023,13
1009592,1016181,1
1009592,1009608,2
1009592,1009480,12
1009592,1009705,0
1009592,1010738,0
1009592,1009477,19
1009592,1009379,5
1009592,1009312,106
1009592,1009722,0
1009592,1009327,1
1009592,1009577,0
1009592,1009297,0
1009592,1009382,3
1009592,1010373,0
1009592,1009325,2
1009592,1009638,1
1009592,1010354,26
1009472,1009610,43
1009472,1009726,511
1009472,1009368,41
1009472,1009220,32
1009472,1009718,395
1009472,1009165,3
1009472,1009664,29
1009472,1009351,29
1009472,1009299,4
1009472,1009262,6
1009472,1009356,27
1009472,1009662,29
1009472,1009257,214
1009472,1009268,15
1009472,1009282,5
1009472,1009629,348
1009472,1009366,8
1009472,1009515,2
1009472,1009175,108
1009472,1009187,4
1009472,1009243,387
1009472,1010791,3
1009472,1009459,29
1009472,1009546,172
1009472,1009592,6
1009472,1009338,17
1009472,1009362,104
1009472,1009697,9
1009472,1009159,95
1009472,1009189,1
1009472,1009313,90
1009472,1010338,2
1009472,1009562,9
1009472,1009471,9
1009472,1009214,21
1009472,1009583,17
1009472,1009724,8
1009472,1009417,63
1009472,1009512,87
1009472,1009281,7
1009472,1009707,23
1009472,1010852,0
1009472,1009367,1
1009472,1009407,2
1009472,1009708,0
1009472,1011336,3
1009472,1009504,106
1009472,1009310,26
1009472,1010360,0
1009472,1009318,0
1009472,1009215,0
1009472,1009524,14
1009472,1010370,5
1009472,1010892,0
1009472,1009337,72
1009472,1009182,50
1009472,1011299,0
1009472,1011010,0
1009472,1009466,10
1009472,1009508,112
1009472,1011490,3
1009472,1009343,2
1009472,1009219,31
1009472,1009719,2
1009472,1009554,21
1009472,1009452,1
1009472,1011109,5
1009472,1009277,5
1009472,1009372,0
1009472,1009499,65
1009472,1009609,0
1009472,1010771,48
1009472,1009652,2
1009472,1009389,0
1009472,1009224,18
1009472,1010894,0
1009472,1009288,0
1009472,1009365,0
1009472,1009381,32
1009472,1009267,16
1009472,1011023,0
1009472,1016181,0
1009472,1009608,0
1009472,1009480,0
1009472,1009705,9
1009472,1010738,7
1009472,1009477,3
1009472,1009379,0
1009472,1009312,6
1009472,1009722,21
1009472,1009327,54
1009472,1009577,0
1009472,1009297,1
1009472,1009382,51
1009472,1010373,0
1009472,1009325,3
1009472,1009638,20
1009472,1010354,16
1009338,1009610,131
1009338,1009726,32
1009338,1009368,245
1009338,1009220,304
1009338,1009718,107
1009338,1009165,266
1009338,1009664,180
1009338,1009351,93
1009338,1009299,5
1009338,1009262,18
1009338,1009356,30
1009338,1009662,52
1009338,1009257,27
1009338,1009268,7
1009338,1009282,31
1009338,1009629,25
1009338,1009366,12
1009338,1009515,11
1009338,1009175,33
1009338,1009187,72
1009338,1009243,19
1009338,1010791,9
1009338,1009459,32
1009338,1009546,21
1009338,1009592,7
1009338,1009472,17
1009338,1009362,9
1009338,1009697,109
1009338,1009159,4
1009338,1009189,118
1009338,1009313,7
1009338,1010338,25
1009338,1009562,126
1009338,1009471,29
1009338,1009214,4
1009338,1009583,32
1009338,1009724,0
1009338,1009417,35
1009338,1009512,4
1009338,1009281,27
1009338,1009707,131
1009338,1010852,0
1009338,1009367,19
1009338,1009407,17
1009338,1009708,4
1009338,1011336,0
1009338,1009504,22
1009338,1009310,2
1009338,1010360,11
1009338,1009318,5
1009338,1009215,31
1009338,1009524,93
1009338,1010370,1
1009338,1010892,0
1009338,1009337,1
1009338,1009182,5
1009338,1011299,3
1009338,1011010,0
1009338,1009466,15
1009338,1009508,1
1009338,1011490,41
1009338,1009343,24
1009338,1009219,3
1009338,1009719,22
1009338,1009554,0
1009338,1009452,10
1009338,1011109,0
1009338,1009277,3
1009338,1009372,11
1009338,1009499,0
1009338,1009609,4
1009338,1010771,0
1009338,1009652,7
1009338,1009389,3
1009338,1009224,38
1009338,1010894,0
1009338,1009288,4
1009338,1009365,3
1009338,1009381,0
1009338,1009267,2
1009338,1011023,4
1009338,1016181,1
1009338,1009608,71
1009338,1009480,4
1009338,1009705,0
1009338,1010738,0
1009338,1009477,5
1009338,1009379,11
1009338,1009312,8
1009338,1009722,9
1009338,1009327,4
1009338,1009577,3
1009338,1009297,14
1009338,1009382,0
1009338,1010373,0
1009338,1009325,7
1009338,1009638,1
1009338,1010354,3
1009362,1009610,28
1009362,1009726,467
1009362,1009368,24
1009362,1009220,12
1009362,1009718,219
1009362,1009165,6
1009362,1009664,20
1009362,1009351,22
1009362,1009299,10
1009362,1009262,6
1009362,1009356,18
1009362,1009662,13
1009362,1009257,242
1009362,1009268,11
1009362,1009282,6
1009362,1009629,166
1009362,1009366,11
1009362,1009515,2
1009362,1009175,326
1009362,1009187,7
1009362,1009243,135
1009362,1010791,11
1009362,1009459,9
1009362,1009546,123
1009362,1009592,2
1009362,1009472,104
1009362,1009338,9
1009362,1009697,9
1009362,1009159,273
1009362,1009189,25
1009362,1009313,127
1009362,1010338,1
1009362,1009562,23
1009362,1009471,6
1009362,1009214,24
1009362,1009583,6
1009362,1009724,7
1009362,1009417,65
1009362,1009512,88
1009362,1009281,4
1009362,1009707,4
1009362,1010852,0
1009362,1009367,3
1009362,1009407,1
1009362,1009708,1
1009362,1011336,2
1009362,1009504,71
1009362,1009310,40
1009362,1010360,0
1009362,1009318,14
1009362,1009215,3
1009362,1009524,37
1009362,1010370,3
1009362,1010892,0
1009362,1009337,86
1009362,1009182,86
1009362,1011299,0
1009362,1011010,0
1009362,1009466,6
1009362,1009508,45
1009362,1011490,4
1009362,1009343,23
1009362,1009219,55
1009362,1009719,2
1009362,1009554,33
1009362,1009452,0
1009362,1011109,0
1009362,1009277,9
1009362,1009372,2
1009362,1009499,79
1009362,1009609,0
1009362,1010771,1
1009362,1009652,0
1009362,1009389,0
1009362,1009224,0
1009362,1010894,0
1009362,1009288,2
1009362,1009365,0
1009362,1009381,60
1009362,1009267,13
1009362,1011023,3
1009362,1016181,0
1009362,1009608,3
1009362,1009480,0
1009362,1009705,14
1009362,1010738,27
1009362,1009477,1
1009362,1009379,4
1009362,1009312,1
1009362,1009722,3
1009362,1009327,56
1009362,1009577,0
1009362,1009297,3
1009362,1009382,37
1009362,1010373,0
1009362,1009325,3
1009362,1009638,20
1009362,1010354,4
1009697,1009610,56
1009697,1009726,27
1009697,1009368,257
1009697,1009220,278
1009697,1009718,34
1009697,1009165,355
1009697,1009664,236
1009697,1009351,58
1009697,1009299,19
1009697,1009262,14
1009697,1009356,42
1009697,1009662,28
1009697,1009257,15
1009697,1009268,3
1009697,1009282,18
1009697,1009629,18
1009697,1009366,33
1009697,1009515,2
1009697,1009175,52
1009697,1009187,120
1009697,1009243,17
1009697,1010791,29
1009697,1009459,35
1009697,1009546,11
1009697,1009592,16
1009697,1009472,9
1009697,1009338,109
1009697,1009362,9
1009697,1009159,8
1009697,1009189,65
1009697,1009313,10
1009697,1010338,60
1009697,1009562,285
1009697,1009471,30
1009697,1009214,4
1009697,1009583,43
1009697,1009724,0
1009697,1009417,9
1009697,1009512,7
1009697,1009281,24
1009697,1009707,142
1009697,1010852,0
1009697,1009367,3
1009697,1009407,13
1009697,1009708,0
1009697,1011336,0
1009697,1009504,8
1009697,1009310,3
1009697,1010360,2
1009697,1009318,1
1009697,1009215,10
1009697,1009524,104
1009697,1010370,2
1009697,1010892,0
1009697,1009337,5
1009697,1009182,8
1009697,1011299,8
1009697,1011010,0
1009697,1009466,8
1009697,1009508,1
1009697,1011490,86
1009697,1009343,58
1009697,1009219,5
1009697,1009719,85
1009697,1009554,0
1009697,1009452,2
1009697,1011109,0
1009697,1009277,3
1009697,1009372,0
1009697,1009499,4
1009697,1009609,0
1009697,1010771,0
1009697,1009652,19
1009697,1009389,1
1009697,1009224,17
1009697,1010894,0
1009697,1009288,1
1009697,1009365,2
1009697,1009381,0
1009697,1009267,0
1009697,1011023,4
1009697,1016181,8
1009697,1009608,11
1009697,1009480,3
1009697,1009705,0
1009697,1010738,0
1009697,1009477,9
1009697,1009379,16
1009697,1009312,14
1009697,1009722,0
1009697,1009327,3
1009697,1009577,0
1009697,1009297,42
1009697,1009382,1
1009697,1010373,0
1009697,1009325,16
1009697,1009638,4
1009697,1010354,6
1009159,1009610,19
1009159,1009726,365
1009159,1009368,16
1009159,1009220,12
1009159,1009718,200
1009159,1009165,4
1009159,1009664,14
1009159,1009351,16
1009159,1009299,0
1009159,1009262,4
1009159,1009356,11
1009159,1009662,10
1009159,1009257,195
1009159,1009268,27
1009159,1009282,5
1009159,1009629,139
1009159,1009366,8
1009159,1009515,4
1009159,1009175,253
1009159,1009187,1
1009159,1009243,124
1009159,1010791,8
1009159,1009459,9
1009159,1009546,95
1009159,1009592,2
1009159,1009472,95
1009159,1009338,4
1009159,1009362,273
1009159,1009697,8
1009159,1009189,10
1009159,1009313,101
1009159,1010338,1
1009159,1009562,19
1009159,1009471,3
1009159,1009214,30
1009159,1009583,4
1009159,1009724,29
1009159,1009417,47
1009159,1009512,122
1009159,1009281,5
1009159,1009707,3
1009159,1010852,0
1009159,1009367,2
1009159,1009407,0
1009159,1009708,0
1009159,1011336,1
1009159,1009504,62
1009159,1009310,33
1009159,1010360,0
1009159,1009318,8
1009159,1009215,1
1009159,1009524,29
1009159,1010370,2
1009159,1010892,0
1009159,1009337,40
1009159,1009182,85
1009159,1011299,0
1009159,1011010,0
1009159,1009466,2
1009159,1009508,16
1009159,1011490,5
1009159,1009343,11
1009159,1009219,47
1009159,1009719,2
1009159,1009554,31
1009159,1009452,0
1009159,1011109,0
1009159,1009277,17
1009159,1009372,1
1009159,1009499,42
1009159,1009609,2
1009159,1010771,4
1009159,1009652,3
1009159,1009389,2
1009159,1009224,3
1009159,1010894,0
1009159,1009288,1
1009159,1009365,1
1009159,1009381,52
1009159,1009267,12
1009159,1011023,0
1009159,1016181,0
1009159,1009608,1
1009159,1009480,0
1009159,1009705,29
1009159,1010738,21
1009159,1009477,6
1009159,1009379,0
1009159,1009312,2
1009159,1009722,12
1009159,1009327,44
1009159,1009577,0
1009159,1009297,1
1009159,1009382,31
1009159,1010373,0
1009159,1009325,0
1009159,1009638,25
1009159,1010354,6
1009189,1009610,52
1009189,1009726,18
1009189,1009368,143
1009189,1009220,182
1009189,1009718,41
1009189,1009165,139
1009189,1009664,84
1009189,1009351,57
1009189,1009299,5
1009189,1009262,141
1009189,1009356,17
1009189,1009662,16
1009189,1009257,8
1009189,1009268,7
1009189,1009282,37
1009189,1009629,10
1009189,1009366,13
1009189,1009515,53
1009189,1009175,34
1009189,1009187,36
1009189,1009243,7
1009189,1010791,14
1009189,1009459,20
1009189,1009546,8
1009189,1009592,2
1009189,1009472,1
1009189,1009338,118
1009189,1009362,25
1009189,1009697,65
1009189,1009159,10
1009189,1009313,9
1009189,1010338,35
1009189,1009562,40
1009189,1009471,34
1009189,1009214,1
1009189,1009583,20
1009189,1009724,0
1009189,1009417,8
1009189,1009512,6
1009189,1009281,22
1009189,1009707,59
1009189,1010852,0
1009189,1009367,6
1009189,1009407,5
1009189,1009708,2
1009189,1011336,0
1009189,1009504,0
1009189,1009310,1
1009189,1010360,5
1009189,1009318,20
1009189,1009215,12
1009189,1009524,30
1009189,1010370,2
1009189,1010892,0
1009189,1009337,0
1009189,1009182,5
1009189,1011299,5
1009189,1011010,0
1009189,1009466,10
1009189,1009508,1
1009189,1011490,30
1009189,1009343,51
1009189,1009219,3
1009189,1009719,30
1009189,1009554,1
1009189,1009452,39
1009189,1011109,1
1009189,1009277,9
1009189,1009372,4
1009189,1009499,0
1009189,1009609,1
1009189,1010771,0
1009189,1009652,2
1009189,1009389,9
1009189,1009224,2
1009189,1010894,0
1009189,1009288,10
1009189,1009365,3
1009189,1009381,5
1009189,1009267,0
1009189,1011023,0
1009189,1016181,2
1009189,1009608,23
1009189,1009480,3
1009189,1009705,0
1009189,1010738,0
1009189,1009477,3
1009189,1009379,5
1009189,1009312,1
1009189,1009722,7
1009189,1009327,2
1009189,1009577,10
1009189,1009297,41
1009189,1009382,0
1009189,1010373,0
1009189,1009325,16
1009189,1009638,3
1009189,1010354,2
1009313,1009610,13
1009313,1009726,398
1009313,1009368,23
1009313,1009220,17
1009313,1009718,240
1009313,1009165,5
1009313,1009664,19
1009313,1009351,7
1009313,1009299,3
1009313,1009262,4
1009313,1009356,10
1009313,1009662,10
1009313,1009257,145
1009313,1009268,14
1009313,1009282,1
1009313,1009629,202
1009313,1009366,9
1009313,1009515,2
1009313,1009175,164
1009313,1009187,6
1009313,1009243,124
1009313,1010791,9
1009313,1009459,7
1009313,1009546,331
1009313,1009592,2
1009313,1009472,90
1009313,1009338,7
1009313,1009362,127
1009313,1009697,10
1009313,1009159,101
1009313,1009189,9
1009313,1010338,2
1009313,1009562,16
1009313,1009471,12
1009313,1009214,40
1009313,1009583,5
1009313,1009724,2
1009313,1009417,83
1009313,1009512,127
1009313,1009281,4
1009313,1009707,6
1009313,1010852,0
1009313,1009367,0
1009313,1009407,1
1009313,1009708,0
1009313,1011336,0
1009313,1009504,70
1009313,1009310,31
1009313,1010360,0
1009313,1009318,6
1009313,1009215,1
1009313,1009524,23
1009313,1010370,0
1009313,1010892,0
1009313,1009337,43
1009313,1009182,121
1009313,1011299,0
1009313,1011010,0
1009313,1009466,9
1009313,1009508,37
1009313,1011490,3
1009313,1009343,9
1009313,1009219,51
1009313,1009719,6
1009313,1009554,42
1009313,1009452,0
1009313,1011109,1
1009313,1009277,7
1009313,1009372,2
1009313,1009499,43
1009313,1009609,0
1009313,1010771,1
1009313,1009652,0
1009313,1009389,0
1009313,1009224,0
1009313,1010894,0
1009313,1009288,2
1009313,1009365,0
1009313,1009381,90
1009313,1009267,10
1009313,1011023,0
1009313,1016181,0
1009313,1009608,1
1009313,1009480,0
1009313,1009705,15
1009313,1010738,3
1009313,1009477,5
1009313,1009379,0
1009313,1009312,4
1009313,1009722,11
1009313,1009327,35
1009313,1009577,0
1009313,1009297,2
1009313,1009382,19
1009313,1010373,2
1009313,1009325,1
1009313,1009638,18
1009313,1010354,5
1010338,1009610,66
1010338,1009726,6
1010338,1009368,152
1010338,1009220,100
1010338,1009718,51
1010338,1009165,131
1010338,1009664,65
1010338,1009351,43
1010338,1009299,54
1010338,1009262,11
1010338,1009356,60
1010338,1009662,54
1010338,1009257,5
1010338,1009268,2
1010338,1009282,18
1010338,1009629,9
1010338,1009366,44
1010338,1009515,3
1010338,1009175,7
1010338,1009187,41
1010338,1009243,3
1010338,1010791,14
1010338,1009459,32
1010338,1009546,4
1010338,1009592,2
1010338,1009472,2
1010338,1009338,25
1010338,1009362,1
1010338,1009697,60
1010338,1009159,1
1010338,1009189,35
1010338,1009313,2
1010338,1009562,60
1010338,1009471,4
1010338,1009214,1
1010338,1009583,42
1010338,1009724,0
1010338,1009417,1
1010338,1009512,2
1010338,1009281,16
1010338,1009707,65
1010338,1010852,0
1010338,1009367,16
1010338,1009407,2
1010338,1009708,8
1010338,1011336,0
1010338,1009504,2
1010338,1009310,1
1010338,1010360,0
1010338,1009318,8
1010338,1009215,28
1010338,1009524,25
1010338,1010370,14
1010338,1010892,0
1010338,1009337,1
1010338,1009182,2
1010338,1011299,25
1010338,1011010,0
1010338,1009466,4
1010338,1009508,5
1010338,1011490,57
1010338,1009343,10
1010338,1009219,2
1010338,1009719,50
1010338,1009554,0
1010338,1009452,2
1010338,1011109,0
1010338,1009277,1
1010338,1009372,8
1010338,1009499,0
1010338,1009609,1
1010338,1010771,1
1010338,1009652,8
1010338,1009389,1
1010338,1009224,4
1010338,1010894,0
1010338,1009288,2
1010338,1009365,12
1010338,1009381,1
1010338,1009267,6
1010338,1011023,0
1010338,1016181,13
1010338,1009608,39
1010338,1009480,0
1010338,1009705,0
1010338,1010738,0
1010338,1009477,3
1010338,1009379,6
1010338,1009312,10
1010338,1009722,3
1010338,1009327,2
1010338,1009577,3
1010338,1009297,12
1010338,1009382,1
1010338,1010373,0
1010338,1009325,7
1010338,1009638,1
1010338,1010354,3
1009562,1009610,60
1009562,1009726,56
1009562,1009368,271
1009562,1009220,303
1009562,1009718,64
1009562,1009165,331
1009562,1009664,240
1009562,1009351,52
1009562,1009299,18
1009562,1009262,19
1009562,1009356,45
1009562,1009662,38
1009562,1009257,27
1009562,1009268,2
1009562,1009282,31
1009562,1009629,26
1009562,1009366,32
1009562,1009515,3
1009562,1009175,60
1009562,1009187,84
1009562,1009243,24
1009562,1010791,28
1009562,1009459,31
1009562,1009546,43
1009562,1009592,13
1009562,1009472,9
1009562,1009338,126
1009562,1009362,23
1009562,1009697,285
1009562,1009159,19
1009562,1009189,40
1009562,1009313,16
1009562,1010338,60
1009562,1009471,19
1009562,1009214,3
1009562,1009583,56
1009562,1009724,2
1009562,1009417,48
1009562,1009512,13
1009562,1009281,26
1009562,1009707,152
1009562,1010852,0
1009562,1009367,4
1009562,1009407,25
1009562,1009708,0
1009562,1011336,0
1009562,1009504,14
1009562,1009310,9
1009562,1010360,0
1009562,1009318,3
1009562,1009215,3
1009562,1009524,189
1009562,1010370,1
1009562,1010892,0
1009562,1009337,21
1009562,1009182,10
1009562,1011299,2
1009562,1011010,0
1009562,1009466,5
1009562,1009508,3
1009562,1011490,71
1009562,1009343,49
1009562,1009219,6
1009562,1009719,110
1009562,1009554,4
1009562,1009452,3
1009562,1011109,0
1009562,1009277,4
1009562,1009372,0
1009562,1009499,7
1009562,1009609,4
1009562,1010771,0
1009562,1009652,8
1009562,1009389,2
1009562,1009224,8
1009562,1010894,0
1009562,1009288,2
1009562,1009365,3
1009562,1009381,0
1009562,1009267,3
1009562,1011023,5
1009562,1016181,0
1009562,1009608,4
1009562,1009480,8
1009562,1009705,0
1009562,1010738,1
1009562,1009477,12
1009562,1009379,24
1009562,1009312,10
1009562,1009722,0
1009562,1009327,6
1009562,1009577,0
1009562,1009297,28
1009562,1009382,6
1009562,1010373,0
1009562,1009325,4
1009562,1009638,3
1009562,1010354,8
1009471,1009610,29
1009471,1009726,38
1009471,1009368,111
1009471,1009220,184
1009471,1009718,57
1009471,1009165,69
1009471,1009664,49
1009471,1009351,49
1009471,1009299,33
1009471,1009262,27
1009471,1009356,38
1009471,1009662,29
1009471,1009257,15
1009471,1009268,5
1009471,1009282,15
1009471,1009629,9
1009471,1009366,26
1009471,1009515,13
1009471,1009175,12
1009471,1009187,23
1009471,1009243,8
1009471,1010791,12
1009471,1009459,31
1009471,1009546,15
1009471,1009592,13
1009471,1009472,9
1009471,1009338,29
1009471,1009362,6
1009471,1009697,30
1009471,1009159,3
1009471,1009189,34
1009471,1009313,12
1009471,1010338,4
1009471,1009562,19
1009471,1009214,5
1009471,1009583,13
1009471,1009724,8
1009471,1009417,10
1009471,1009512,7
1009471,1009281,12
1009471,1009707,36
1009471,1010852,0
1009471,1009367,6
1009471,1009407,17
1009471,1009708,0
1009471,1011336,0
1009471,1009504,4
1009471,1009310,7
1009471,1010360,2
1009471,1009318,0
1009471,1009215,17
1009471,1009524,6
1009471,1010370,1
1009471,1010892,0
1009471,1009337,3
1009471,1009182,2
1009471,1011299,0
1009471,1011010,3
1009471,1009466,9
1009471,1009508,8
1009471,1011490,11
1009471,1009343,3
1009471,1009219,5
1009471,1009719,9
1009471,1009554,15
1009471,1009452,4
1009471,1011109,1
1009471,1009277,4
1009471,1009372,3
1009471,1009499,2
1009471,1009609,0
1009471,1010771,0
1009471,1009652,0
1009471,1009389,1
1009471,1009224,3
1009471,1010894,0
1009471,1009288,1
1009471,1009365,1
1009471,1009381,8
1009471,1009267,1
1009471,1011023,2
1009471,1016181,2
1009471,1009608,13
1009471,1009480,3
1009471,1009705,5
1009471,1010738,0
1009471,1009477,10
1009471,1009379,5
1009471,1009312,11
1009471,1009722,1
1009471,1009327,1
1009471,1009577,5
1009471,1009297,23
1009471,1009382,1
1009471,1010373,0
1009471,1009325,6
1009471,1009638,6
1009471,1010354,1
1009214,1009610,12
1009214,1009726,66
1009214,1009368,6
1009214,1009220,15
1009214,1009718,71
1009214,1009165,15
1009214,1009664,8
1009214,1009351,4
1009214,1009299,1
1009214,1009262,0
1009214,1009356,5
1009214,1009662,1
1009214,1009257,61
1009214,1009268,67
1009214,1009282,2
1009214,1009629,45
1009214,1009366,2
1009214,1009515,1
1009214,1009175,44
1009214,1009187,4
1009214,1009243,41
1009214,1010791,1
1009214,1009459,2
1009214,1009546,43
1009214,1009592,2
1009214,1009472,21
1009214,1009338,4
1009214,1009362,24
1009214,1009697,4
1009214,1009159,30
1009214,1009189,1
1009214,1009313,40
1009214,1010338,1
1009214,1009562,3
1009214,1009471,5
1009214,1009583,1
1009214,1009724,81
1009214,1009417,15
1009214,1009512,31
1009214,1009281,2
1009214,1009707,5
1009214,1010852,0
1009214,1009367,1
1009214,1009407,0
1009214,1009708,0
1009214,1011336,6
1009214,1009504,21
1009214,1009310,13
1009214,1010360,0
1009214,1009318,0
1009214,1009215,0
1009214,1009524,9
1009214,1010370,1
1009214,1010892,0
1009214,1009337,16
1009214,1009182,65
1009214,1011299,1
1009214,1011010,0
1009214,1009466,0
1009214,1009508,9
1009214,1011490,1
1009214,1009343,0
1009214,1009219,42
1009214,1009719,3
1009214,1009554,17
1009214,1009452,0
1009214,1011109,0
1009214,1009277,92
1009214,1009372,0
1009214,1009499,8
1009214,1009609,1
1009214,1010771,2
1009214,1009652,1
1009214,1009389,0
1009214,1009224,1
1009214,1010894,0
1009214,1009288,1
1009214,1009365,3
1009214,1009381,14
1009214,1009267,0
1009214,1011023,0
1009214,1016181,0
1009214,1009608,1
1009214,1009480,0
1009214,1009705,45
1009214,1010738,5
1009214,1009477,0
1009214,1009379,0
1009214,1009312,0
1009214,1009722,19
1009214,1009327,11
1009214,1009577,0
1009214,1009297,1
1009214,1009382,10
1009214,1010373,1
1009214,1009325,0
1009214,1009638,12
1009214,1010354,1
1009583,1009610,63
1009583,1009726,17
1009583,1009368,91
1009583,1009220,114
1009583,1009718,38
1009583,1009165,107
1009583,1009664,97
1009583,1009351,67
1009583,1009299,102
1009583,1009262,15
1009583,1009356,119
1009583,1009662,72
1009583,1009257,21
1009583,1009268,3
1009583,1009282,18
1009583,1009629,26
1009583,1009366,94
1009583,1009515,2
1009583,1009175,18
1009583,1009187,32
1009583,1009243,24
1009583,1010791,36
1009583,1009459,103
1009583,1009546,19
1009583,1009592,7
1009583,1009472,17
1009583,1009338,32
1009583,1009362,6
1009583,1009697,43
1009583,1009159,4
1009583,1009189,20
1009583,1009313,5
1009583,1010338,42
1009583,1009562,56
1009583,1009471,13
1009583,1009214,1
1009583,1009724,1
1009583,1009417,19
1009583,1009512,4
1009583,1009281,25
1009583,1009707,83
1009583,1010852,0
1009583,1009367,8
1009583,1009407,4
1009583,1009708,0
1009583,1011336,0
1009583,1009504,19
1009583,1009310,1
1009583,1010360,0
1009583,1009318,2
1009583,1009215,14
1009583,1009524,18
1009583,1010370,11
1009583,1010892,0
1009583,1009337,2
1009583,1009182,1
1009583,1011299,2
1009583,1011010,0
1009583,1009466,4
1009583,1009508,2
1009583,1011490,33
1009583,1009343,33
1009583,1009219,4
1009583,1009719,29
1009583,1009554,0
1009583,1009452,4
1009583,1011109,0
1009583,1009277,0
1009583,1009372,2
1009583,1009499,1
1009583,1009609,4
1009583,1010771,1
1009583,1009652,6
1009583,1009389,4
1009583,1009224,20
1009583,1010894,0
1009583,1009288,0
1009583,1009365,2
1009583,1009381,1
1009583,1009267,6
1009583,1011023,0
1009583,1016181,3
1009583,1009608,5
1009583,1009480,0
1009583,1009705,0
1009583,1010738,0
1009583,1009477,6
1009583,1009379,17
1009583,1009312,3
1009583,1009722,0
1009583,1009327,2
1009583,1009577,0
1009583,1009297,23
1009583,1009382,3
1009583,1010373,11
1009583,1009325,4
1009583,1009638,1
1009583,1010354,4
1009724,1009610,10
1009724,1009726,203
1009724,1009368,1
1009724,1009220,5
1009724,1009718,78
1009724,1009165,6
1009724,1009664,5
1009724,1009351,0
1009724,1009299,1
1009724,1009262,0
1009724,1009356,0
1009724,1009662,0
1009724,1009257,17
1009724,1009268,61
1009724,1009282,0
1009724,1009629,6
1009724,1009366,1
1009724,1009515,0
1009724,1009175,10
1009724,1009187,0
1009724,1009243,20
1009724,1010791,0
1009724,1009459,1
1009724,1009546,6
1009724,1009592,1
1009724,1009472,8
1009724,1009338,0
1009724,1009362,7
1009724,1009697,0
1009724,1009159,29
1009724,1009189,0
1009724,1009313,2
1009724,1010338,0
1009724,1009562,2
1009724,1009471,8
1009724,1009214,81
1009724,1009583,1
1009724,1009417,6
1009724,1009512,36
1009724,1009281,0
1009724,1009707,0
1009724,1010852,0
1009724,1009367,0
1009724,1009407,0
1009724,1009708,0
1009724,1011336,1
1009724,1009504,6
1009724,1009310,2
1009724,1010360,0
1009724,1009318,3
1009724,1009215,0
1009724,1009524,2
1009724,1010370,0
1009724,1010892,0
1009724,1009337,7
1009724,1009182,2
1009724,1011299,0
1009724,1011010,0
1009724,1009466,0
1009724,1009508,5
1009724,1011490,0
1009724,1009343,0
1009724,1009219,100
1009724,1009719,1
1009724,1009554,9
1009724,1009452,0
1009724,1011109,0
1009724,1009277,116
1009724,1009372,0
1009724,1009499,1
1009724,1009609,1
1009724,1010771,1
1009724,1009652,0
1009724,1009389,1
1009724,1009224,0
1009724,1010894,0
1009724,1009288,0
1009724,1009365,0
1009724,1009381,0
1009724,1009267,2
1009724,1011023,0
1009724,1016181,0
1009724,1009608,1
1009724,1009480,0
1009724,1009705,173
1009724,1010738,4
1009724,1009477,1
1009724,1009379,0
1009724,1009312,0
1009724,1009722,22
1009724,1009327,4
1009724,1009577,0
1009724,1009297,0
1009724,1009382,12
1009724,1010373,0
1009724,1009325,0
1009724,1009638,92
1009724,1010354,4
1009417,1009610,48
1009417,1009726,312
1009417,1009368,46
1009417,1009220,55
1009417,1009718,159
1009417,1009165,29
1009417,1009664,34
1009417,1009351,30
1009417,1009299,12
1009417,1009262,8
1009417,1009356,20
1009417,1009662,25
1009417,1009257,144
1009417,1009268,7
1009417,1009282,4
1009417,1009629,115
1009417,1009366,7
1009417,1009515,1
1009417,1009175,62
1009417,1009187,11
1009417,1009243,128
1009417,1010791,17
1009417,1009459,23
1009417,1009546,132
1009417,1009592,4
1009417,1009472,63
1009417,1009338,35
1009417,1009362,65
1009417,1009697,9
1009417,1009159,47
1009417,1009189,8
1009417,1009313,83
1009417,1010338,1
1009417,1009562,48
1009417,1009471,10
1009417,1009214,15
1009417,1009583,19
1009417,1009724,6
1009417,1009512,55
1009417,1009281,15
1009417,1009707,24
1009417,1010852,0
1009417,1009367,2
1009417,1009407,13
1009417,1009708,2
1009417,1011336,7
1009417,1009504,72
1009417,1009310,80
1009417,1010360,0
1009417,1009318,0
1009417,1009215,1
1009417,1009524,54
1009417,1010370,2
1009417,1010892,0
1009417,1009337,31
1009417,1009182,26
1009417,1011299,0
1009417,1011010,0
1009417,1009466,32
1009417,1009508,23
1009417,1011490,3
1009417,1009343,2
1009417,1009219,25
1009417,1009719,5
